Flow ID: 192.168.1.45-192.168.1.7-55295-12001-6, True Label: Port Scan, Predicted Label: Port Scan
Flow ID: 82.127.76.60-192.168.1.168-0-0-0, True Label: ICMP Flood, Predicted Label: ICMP Flood
Flow ID: 192.168.1.81-108.138.109.12-53798-443-6, True Label: Benign, Predicted Label: Benign
Flow ID: 192.168.1.25-242.234.135.169-80-8697-6, True Label: SYN Flood, Predicted Label: SYN Flo
Flow ID: 192.168.1.45-192.168.1.1-55295-39723-6, True Label: Port Scan, Predicted Label: Port Scan
Flow ID: 92.223.238.9-192.168.1.211-0-0-0, True Label: ICMP Flood, Predicted Label: ICMP Flood
Flow ID: 192.168.1.214-8.8.8.8-44650-53-17, True Label: Benign, Predicted Label: Benign
Flow ID: 121.101.184.235-192.168.1.168-0-0-0, True Label: ICMP Flood, Predicted Label: ICMP Flood
Flow ID: 192.168.1.211-192.168.1.1-51983-53-17, True Label: DNS Flood, Predicted Label: DNS Flood
Flow ID: 26.55.93.0-192.168.1.25-0-0-0, True Label: ICMP Flood, Predicted Label: ICMP Flood
Flow ID: 192.168.1.108-216.220.52.141-57744-8190-6, True Label: Benign, Predicted Label: Benign
Flow ID: 192.168.1.45-192.168.1.7-55295-3518-6, True Label: Port Scan, Predicted Label: Port Scan
Flow ID: 192.168.1.45-192.168.1.7-55295-61130-6, True Label: Port Scan, Predicted Label: Port Scan
Flow ID: 192.168.1.211-192.168.1.1-59773-53-17, True Label: DNS Flood, Predicted Label: DNS Flood
Flow ID: 192.168.1.45-192.168.1.9-55295-63489-6, True Label: Port Scan, Predicted Label: Port Scan
Flow ID: 192.168.1.9-192.168.1.1-54215-53-17, True Label: Benign, Predicted Label: Benign
Flow ID: 192.168.1.45-192.168.1.7-55295-60336-6, True Label: Port Scan, Predicted Label: Port Scan
Flow ID: 192.168.1.11-239.255.255.250-1900-1900-17, True Label: Benign, Predicted Label: Benign
Flow ID: 192.168.1.45-192.168.1.162-59094-26-6, True Label: OS Scan, Predicted Label: OS Scan
Flow ID: 192.168.1.45-192.168.1.1-55295-64708-6, True Label: Port Scan, Predicted Label: Port Scan
Flow ID: 192.168.1.45-192.168.1.48-55551-31814-6, True Label: Port Scan, Predicted Label: Port Scan
Flow ID: 192.168.1.45-192.168.1.215-36498-5900-6, True Label: Port Scan, Predicted Label: Port Scan
Flow ID: 192.168.1.211-192.168.1.1-38268-53-17, True Label: Benign, Predicted Label: Benign
Flow ID: 192.168.1.45-192.168.1.7-59094-1521-6, True Label: OS Scan, Predicted Label: OS Scan
Flow ID: 161.111.2.24-192.168.1.212-0-0-0, True Label: ICMP Flood, Predicted Label: ICMP Flood
Flow ID: 207.1.56.143-192.168.1.25-0-0-0, True Label: ICMP Flood, Predicted Label: ICMP Flood
Flow ID: 26.158.227.234-192.168.1.168-0-0-0, True Label: ICMP Flood, Predicted Label: ICMP Flood
Flow ID: 192.168.1.81-54.235.156.79-42558-443-6, True Label: Benign, Predicted Label: Benign
Flow ID: 142.210.116.181-192.168.1.212-0-0-0, True Label: ICMP Flood, Predicted Label: ICMP Flood
Flow ID: 192.168.1.45-192.168.1.57-55551-26029-6, True Label: Port Scan, Predicted Label: Port Scan
Flow ID: 192.168.1.45-192.168.1.253-55551-49238-6, True Label: Port Scan, Predicted Label: Port Scan
Flow ID: 192.168.1.45-192.168.1.168-55551-52464-6, True Label: Port Scan, Predicted Label: Port Scan
Flow ID: 192.168.1.45-192.168.1.9-43662-3945-6, True Label: Vulnerability Scan, Predicted Label: Vulnerability Scan
Flow ID: 192.168.1.45-192.168.1.9-55295-44748-6, True Label: Port Scan, Predicted Label: Port Scan
Flow ID: 192.168.1.45-192.168.1.9-55295-33664-6, True Label: Port Scan, Predicted Label: Port Scan
Flow ID: 192.168.1.45-192.168.1.1-55295-56575-6, True Label: Port Scan, Predicted Label: Port Scan
Flow ID: 192.168.1.214-8.8.8.8-59535-53-17, True Label: Benign, Predicted Label: Benign
Flow ID: 192.168.1.45-192.168.1.9-55295-14637-6, True Label: Port Scan, Predicted Label: Port Scan
Flow ID: 192.168.1.45-192.168.1.1-55295-43895-6, True Label: Port Scan, Predicted Label: Port Scan
Flow ID: 192.168.1.45-192.168.1.48-55551-27425-6, True Label: Port Scan, Predicted Label: Port Scan
Flow ID: 192.168.1.45-192.168.1.7-55295-39928-6, True Label: Port Scan, Predicted Label: Port Scan
Flow ID: 192.168.1.45-192.168.1.194-40729-1352-6, True Label: Ping Sweep, Predicted Label: Ping Sweep
Flow ID: 99.26.101.149-192.168.1.168-0-0-0, True Label: ICMP Flood, Predicted Label: ICMP Flood
Flow ID: 192.168.1.214-8.8.8.8-52946-53-17, True Label: Benign, Predicted Label: Benign
Flow ID: 192.168.1.7-54.230.163.97-46094-443-6, True Label: Benign, Predicted Label: Benign
Flow ID: 192.168.1.45-192.168.1.9-55295-46427-6, True Label: Port Scan, Predicted Label: Port Scan
Flow ID: 192.168.1.9-239.255.255.250-61508-1900-17, True Label: Benign, Predicted Label: Benign
Flow ID: 192.168.1.168-126.54.26.177-0-0-0, True Label: ICMP Flood, Predicted Label: ICMP Flood
Flow ID: 192.168.1.212-131.168.156.239-0-0-0, True Label: ICMP Flood, Predicted Label: ICMP Flood
Flow ID: 194.188.97.61-192.168.1.183-0-0-0, True Label: ICMP Flood, Predicted Label: ICMP Flood
Flow ID: 192.168.1.45-192.168.1.7-55295-39169-6, True Label: Port Scan, Predicted Label: Port Scan
Flow ID: 192.168.1.45-192.168.1.217-36555-22-6, True Label: Port Scan, Predicted Label: Port Scan
Flow ID: 192.168.1.45-192.168.1.162-35838-32780-6, True Label: Vulnerability Scan, Predicted Label: Vulnerability Scan
Flow ID: 159.127.76.65-192.168.1.168-0-0-0, True Label: ICMP Flood, Predicted Label: ICMP Flood
Flow ID: 54.156.230.89-192.168.1.81-443-33462-6, True Label: Benign, Predicted Label: Benign
Flow ID: 192.168.1.45-192.168.1.81-55551-27749-6, True Label: Port Scan, Predicted Label: Port Scan
Flow ID: 216.26.55.109-192.168.1.25-0-0-0, True Label: ICMP Flood, Predicted Label: ICMP Flood
Flow ID: 192.168.1.45-192.168.1.1-55295-21841-6, True Label: Port Scan, Predicted Label: Port Scan
Flow ID: 192.168.1.45-192.168.1.10-55295-22149-6, True Label: Port Scan, Predicted Label: Port Scan
Flow ID: 192.168.2.4-35.224.170.84-37892-80-6, True Label: Benign, Predicted Label: Benign
Flow ID: 192.168.1.45-192.168.1.14-40729-1163-6, True Label: Ping Sweep, Predicted Label: Ping Sweep
Flow ID: 192.168.1.211-192.168.1.1-54853-53-17, True Label: Benign, Predicted Label: UDP Flood
Flow ID: 192.168.1.211-192.168.1.1-58922-53-17, True Label: Benign, Predicted Label: Benign
Flow ID: 192.168.1.211-219.130.118.106-0-0-0, True Label: ICMP Flood, Predicted Label: ICMP Flood
Flow ID: 192.168.1.45-192.168.1.89-59094-1658-6, True Label: OS Scan, Predicted Label: OS Scan
Flow ID: 142.251.40.164-192.168.1.87-80-35968-6, True Label: Benign, Predicted Label: Benign
Flow ID: 192.168.1.45-192.168.1.211-55551-42031-6, True Label: Port Scan, Predicted Label: Port Scan
Flow ID: 192.168.1.181-224.0.0.251-0-0-0, True Label: Benign, Predicted Label: ICMP Flood
Flow ID: 192.168.1.45-192.168.1.7-55295-59015-6, True Label: Port Scan, Predicted Label: Port Scan
Flow ID: 192.168.1.207-224.0.0.7-8001-8001-17, True Label: Benign, Predicted Label: Benign
Flow ID: 192.168.1.211-192.168.1.1-47999-53-17, True Label: DNS Flood, Predicted Label: DNS Flood
Flow ID: 192.168.1.45-192.168.1.1-59094-445-6, True Label: OS Scan, Predicted Label: OS Scan
Flow ID: 192.168.1.45-192.168.1.1-55295-24478-6, True Label: Port Scan, Predicted Label: Port Scan
Flow ID: 167.138.121.164-192.168.1.211-0-0-0, True Label: ICMP Flood, Predicted Label: ICMP Flood
Flow ID: 192.168.1.45-192.168.1.253-55551-30950-6, True Label: Port Scan, Predicted Label: Port Scan
Flow ID: 192.168.1.214-8.8.8.8-41255-53-17, True Label: Benign, Predicted Label: Benign
Flow ID: 138.250.5.106-192.168.1.211-0-0-0, True Label: ICMP Flood, Predicted Label: ICMP Flood
Flow ID: 129.0.0.1-8.6.0.1-0-0-0, True Label: Benign, Predicted Label: Benign
Flow ID: 192.168.1.45-52.23.140.126-33820-443-6, True Label: Benign, Predicted Label: Benign
Flow ID: 192.168.1.45-192.168.1.249-59114-19101-6, True Label: OS Scan, Predicted Label: OS Scan
Flow ID: 192.168.1.45-192.168.1.9-55295-37698-6, True Label: Port Scan, Predicted Label: Port Scan
Flow ID: 192.168.1.45-192.168.1.7-55295-64658-6, True Label: Port Scan, Predicted Label: Port Scan
Flow ID: 192.168.1.207-142.250.65.174-55612-443-6, True Label: Benign, Predicted Label: Benign
Flow ID: 192.168.1.45-192.168.1.129-36464-55055-6, True Label: Vulnerability Scan, Predicted Label: Vulnerability Scan
Flow ID: 62.131.57.226-192.168.1.212-0-0-0, True Label: ICMP Flood, Predicted Label: ICMP Flood
Flow ID: 192.168.1.249-224.0.0.251-5353-5353-17, True Label: Benign, Predicted Label: Benign
Flow ID: 192.168.1.45-192.168.1.225-55551-52568-6, True Label: Port Scan, Predicted Label: Port Scan
Flow ID: 192.168.1.45-192.168.1.9-55295-2473-6, True Label: Port Scan, Predicted Label: Port Scan
Flow ID: 22.54.4.198-192.168.1.168-0-0-0, True Label: ICMP Flood, Predicted Label: ICMP Flood
Flow ID: 47.38.26.196-192.168.1.168-0-0-0, True Label: ICMP Flood, Predicted Label: ICMP Flood
Flow ID: 192.168.1.214-185.199.108.133-35322-443-6, True Label: Benign, Predicted Label: Benign
Flow ID: 192.168.1.9-142.251.41.10-53904-443-17, True Label: Benign, Predicted Label: Benign
Flow ID: 192.168.1.9-192.168.1.1-8080-34125-6, True Label: Benign, Predicted Label: Benign
Flow ID: 192.168.1.45-192.168.1.1-55295-18427-6, True Label: Port Scan, Predicted Label: Port Scan
Flow ID: 192.168.1.45-192.168.1.7-55295-54333-6, True Label: Port Scan, Predicted Label: Port Scan
Flow ID: 192.168.1.212-141.9.96.2-0-0-0, True Label: ICMP Flood, Predicted Label: ICMP Flood
Flow ID: 192.168.1.45-192.168.1.10-59972-1-6, True Label: OS Scan, Predicted Label: Port Scan
Flow ID: 192.168.1.45-192.168.1.89-36498-3333-6, True Label: Port Scan, Predicted Label: Port Scan
Flow ID: 192.168.1.45-192.168.1.7-55295-54244-6, True Label: Port Scan, Predicted Label: Port Scan
Flow ID: 18.197.213.150-192.168.1.9-80-55704-6, True Label: Benign, Predicted Label: Benign
Flow ID: 192.168.1.183-255.255.255.255-49154-6667-17, True Label: Benign, Predicted Label: Benign
Flow ID: 192.168.1.211-193.130.138.80-0-0-0, True Label: ICMP Flood, Predicted Label: ICMP Flood
Flow ID: 192.168.1.45-192.168.1.249-40729-1300-6, True Label: Ping Sweep, Predicted Label: Ping Sweep
Flow ID: 192.168.1.45-192.168.1.213-36498-3268-6, True Label: Port Scan, Predicted Label: Port Scan
Flow ID: 192.168.1.45-192.168.1.211-55551-16878-6, True Label: Port Scan, Predicted Label: Port Scan
Flow ID: 192.168.1.212-50.88.76.186-0-0-0, True Label: ICMP Flood, Predicted Label: ICMP Flood
Flow ID: 192.168.1.211-192.168.1.1-46934-53-17, True Label: Benign, Predicted Label: Benign
Flow ID: 192.168.1.81-52.85.138.76-50408-443-6, True Label: Benign, Predicted Label: Benign
Flow ID: 209.54.180.44-192.168.1.81-443-54354-6, True Label: Benign, Predicted Label: Benign
Flow ID: 192.168.1.45-192.168.1.133-57658-617-6, True Label: Vulnerability Scan, Predicted Label: Vulnerability Scan
Flow ID: 192.168.1.45-192.168.1.10-59094-49176-6, True Label: OS Scan, Predicted Label: OS Scan
Flow ID: 130.98.97.250-192.168.1.211-0-0-0, True Label: ICMP Flood, Predicted Label: ICMP Flood
Flow ID: 168.125.30.168-192.168.1.25-0-0-0, True Label: ICMP Flood, Predicted Label: ICMP Flood
Flow ID: 192.168.1.108-7.85.253.109-7000-64807-6, True Label: Benign, Predicted Label: Benign
Flow ID: 192.168.1.211-192.168.1.1-52675-53-17, True Label: Benign, Predicted Label: Benign
Flow ID: 234.219.182.77-192.168.1.25-0-0-0, True Label: ICMP Flood, Predicted Label: ICMP Flood
Flow ID: 192.168.1.45-192.168.1.7-55295-64452-6, True Label: Port Scan, Predicted Label: Port Scan
Flow ID: 192.168.1.9-192.168.1.1-8080-47399-6, True Label: Benign, Predicted Label: Benign
Flow ID: 192.168.1.81-108.138.109.12-59318-443-6, True Label: Benign, Predicted Label: Benign
Flow ID: 235.208.6.102-192.168.1.183-0-0-0, True Label: ICMP Flood, Predicted Label: ICMP Flood
Flow ID: 192.168.1.45-192.168.1.1-55295-63179-6, True Label: Port Scan, Predicted Label: Port Scan
Flow ID: 192.168.1.45-192.168.1.9-55295-2721-6, True Label: Port Scan, Predicted Label: Port Scan
Flow ID: 192.168.1.45-192.168.1.14-59094-13782-6, True Label: OS Scan, Predicted Label: OS Scan
Flow ID: 209.206.49.216-192.168.1.87-30001-47562-6, True Label: Benign, Predicted Label: Benign
Flow ID: 192.168.1.45-192.168.1.1-55295-63100-6, True Label: Port Scan, Predicted Label: Port Scan
Flow ID: 192.168.1.9-192.168.1.1-8080-37389-6, True Label: Benign, Predicted Label: Benign
Flow ID: 192.168.1.211-192.168.1.1-56058-53-17, True Label: DNS Flood, Predicted Label: DNS Flood
Flow ID: 192.168.1.211-192.168.1.1-37272-53-17, True Label: Benign, Predicted Label: Benign
Flow ID: 192.168.1.45-192.168.1.7-55295-56442-6, True Label: Port Scan, Predicted Label: Port Scan
Flow ID: 192.168.1.217-192.168.1.45-443-50606-6, True Label: Vulnerability Scan, Predicted Label: Vulnerability Scan
Flow ID: 34.107.221.82-192.168.1.48-80-35122-6, True Label: Benign, Predicted Label: Benign
Flow ID: 192.168.1.81-192.168.1.1-57335-53-17, True Label: Benign, Predicted Label: Benign
Flow ID: 192.168.1.207-108.138.106.96-48278-443-6, True Label: Benign, Predicted Label: Benign
Flow ID: 192.168.1.81-192.168.1.1-60282-53-17, True Label: Benign, Predicted Label: Benign
Flow ID: 18.218.78.141-192.168.1.7-443-55592-6, True Label: Benign, Predicted Label: Benign
Flow ID: 192.168.1.45-192.168.1.27-55551-30776-6, True Label: Port Scan, Predicted Label: Port Scan
Flow ID: 129.125.2.13-192.168.1.211-0-0-0, True Label: ICMP Flood, Predicted Label: ICMP Flood
Flow ID: 192.168.1.45-192.168.1.25-34752-80-6, True Label: Slowloris, Predicted Label: Slowlor
Flow ID: 192.168.1.45-192.168.1.57-59094-1461-6, True Label: OS Scan, Predicted Label: OS Scan
Flow ID: 192.168.1.129-192.168.1.43-0-0-0, True Label: ARP Spoofing, Predicted Label: ICMP Flood
Flow ID: 192.168.1.129-192.168.1.183-0-0-0, True Label: ARP Spoofing, Predicted Label: OS Scan
Flow ID: 192.168.1.1-192.168.1.7-0-0-0, True Label: ARP Spoofing, Predicted Label: ICMP Flood
Flow ID: 192.168.1.1-192.168.1.7-0-0-0, True Label: ARP Spoofing, Predicted Label: ICMP Flood

Summary:
Total Records: 399
Confusion Matrix:
0 0 0 0 0 3 1 0 0 0 0 0 0 0 0
0 103 0 0 0 1 0 0 0 0 0 0 0 3 0
0 0 11 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 2 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 85 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 15 0 1 0 0 0 0 0 0
0 0 0 0 0 0 0 21 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 127 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 2 1 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 4 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 19

Summary:
Total Records: 254
Confusion Matrix:
0 5 0 0 0 0 0 0 0 0 0 0
0 49 0 0 1 0 0 0 0 0 0 0
0 4 16 0 0 0 0 0 0 0 0 0
0 7 0 13 0 0 0 0 0 0 0 0
0 0 0 0 20 0 0 0 0 0 0 0
0 0 0 0 0 20 0 0 0 0 0 0
0 0 0 0 0 0 20 0 0 0 0 0
0 0 0 0 0 0 0 20 0 0 0 0
0 0 0 0 0 0 0 0 20 0 0 0
0 12 0 0 0 0 0 0 0 8 0 0
0 9 1 0 0 0 0 0 0 0 9 0
0 0 0 0 0 0 0 0 0 0 0 20

Summary:
Total Records: 251
Confusion Matrix:
0 5 0 0 0 0 0 0 0 0 0 0
0 47 1 0 1 0 0 0 0 0 0 0
0 0 20 0 0 0 0 0 0 0 0 0
0 0 0 20 0 0 0 0 0 0 0 0
0 0 0 0 20 0 0 0 0 0 0 0
0 0 0 0 0 20 0 0 0 0 0 0
0 0 0 0 0 0 20 0 0 0 0 0
0 0 0 0 0 0 0 20 0 0 0 0
0 0 0 0 0 0 0 0 20 0 0 0
0 0 0 0 0 0 0 0 0 20 0 0
0 7 1 0 0 0 0 0 0 0 9 0
0 0 0 0 0 0 0 0 0 0 0 20

Summary:
Total Records: 252
Confusion Matrix:
0 3 0 0 1 0 0 0 0 0 0 0
0 49 0 0 1 0 0 0 0 0 0 0
0 0 20 0 0 0 0 0 0 0 0 0
0 0 0 20 0 0 0 0 0 0 0 0
0 0 0 0 20 0 0 0 0 0 0 0
0 0 0 0 0 20 0 0 0 0 0 0
0 0 0 0 0 0 20 0 0 0 0 0
0 0 0 0 0 0 0 20 0 0 0 0
0 0 0 0 0 0 0 0 20 0 0 0
0 0 0 0 0 0 0 0 0 20 0 0
0 9 1 0 0 0 0 0 0 0 8 0
0 0 0 0 0 0 0 0 0 0 0 20

Summary:
Total Records: 255
Confusion Matrix:
0 1 0 0 4 0 0 0 0 0 0 0
0 44 2 1 1 0 1 0 0 1 0 0
0 0 20 0 0 0 0 0 0 0 0 0
0 0 0 20 0 0 0 0 0 0 0 0
0 0 0 0 20 0 0 0 0 0 0 0
0 0 0 0 0 20 0 0 0 0 0 0
0 0 0 0 0 0 20 0 0 0 0 0
0 0 0 0 0 0 0 20 0 0 0 0
0 0 0 0 0 0 0 0 20 0 0 0
0 0 0 0 0 0 0 0 0 20 0 0
0 1 1 1 0 0 0 0 0 0 17 0
0 0 0 0 0 0 0 0 0 0 0 20
